Tue Oct 20 11:10:34 2020 [9720][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:48 2020 [15472][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:49 2020 [28455][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:19:51 2020 [22461][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:26:00 2020 [16235][1][FATAL] Cannot find bean file for module: Products
Tue Nov  3 09:29:29 2020 [28455][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:29:30 2020 [28455][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:29:30 2020 [28455][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:30 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:31 2020 [28771][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:29:34 2020 [28770][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:35 2020 [28582][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:30:35 2020 [28582][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:30:35 2020 [28582][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:36 2020 [28455][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:38 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:30:48 2020 [28770][c47e2101-33d9-ac75-d36f-5f99801d301f][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:36:12 2020 [16235][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:36:12 2020 [30267][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:36:12 2020 [30267][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:36:13 2020 [30267][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:36:52 2020 [30188][c47e2101-33d9-ac75-d36f-5f99801d301f][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:38:02 2020 [30417][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:03 2020 [28455][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:38 2020 [16235][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:38:39 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:46:14 2020 [31956][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:46:39 2020 [31955][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:46:39 2020 [31351][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:46:47 2020 [28771][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:48:06 2020 [31956][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:48:13 2020 [32513][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:49:32 2020 [31956][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:49:36 2020 [32513][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:49:51 2020 [31956][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:50:00 2020 [31956][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:50:00 2020 [31956][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:01 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:02 2020 [31956][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:03 2020 [32680][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:12 2020 [32416][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:50:22 2020 [30060][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:50:51 2020 [32416][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:50:52 2020 [28771][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:51:19 2020 [31157][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:51:20 2020 [31157][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:51:49 2020 [31157][1][FATAL] Cannot find bean file for module: 
Tue Nov  3 09:51:49 2020 [31157][1][FATAL] Subpanel definition should be an aSubPanel
Tue Nov  3 09:51:50 2020 [32416][1][FATAL] Cannot find bean file for module: 
Tue Nov  3 09:51:50 2020 [32416][1][FATAL] Subpanel definition should be an aSubPanel
Tue Nov  3 09:53:02 2020 [351][1][FATAL] Bad subpanel definition, it has incorrect value for get_subpanel_data property users
Tue Nov  3 09:53:06 2020 [351][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:53:22 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:23 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:53:24 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:53:24 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:53:25 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:25 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:25 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:25 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:25 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:25 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:26 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:26 2020 [32513][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:53:26 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:26 2020 [32513][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:53:26 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:26 2020 [32513][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:53:32 2020 [31955][1][FATAL] Bad subpanel definition, it has incorrect value for get_subpanel_data property users
Tue Nov  3 09:54:31 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:54:31 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:54:32 2020 [32513][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [363][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:32 2020 [31956][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: Versions
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:54:35 2020 [31956][1][FATAL] Cannot find bean file for module: CustomFields
Tue Nov  3 09:55:05 2020 [31351][1][FATAL] Bad subpanel definition, it has incorrect value for get_subpanel_data property users
Tue Nov  3 09:55:08 2020 [31351][1][FATAL] MysqliManager: Empty query
Tue Nov  3 09:58:06 2020 [612][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:58:07 2020 [612][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:58:07 2020 [612][1][FATAL] SugarBean::populateDefaultValues $field_defs should be an array
Tue Nov  3 09:58:07 2020 [732][1][FATAL] Cannot find bean file for module: Connectors
Tue Nov  3 09:58:07 2020 [732][1][FATAL] Cannot find bean file for module: Connectors
